Movie Titles,Post Date,Site URL
Leverage,"NOVEMBER 3, 2019",https://butchixanh.com/leverage/
The Lies Within,"NOVEMBER 3, 2019",https://butchixanh.com/the-lies-within/
My Country,"NOVEMBER 3, 2019",https://butchixanh.com/my-country/
Vagabond,"NOVEMBER 2, 2019",https://butchixanh.com/vagabond/
Pegasus Market,"NOVEMBER 2, 2019",https://butchixanh.com/pegasus-market/
The Running Mates: Human Rights,"NOVEMBER 1, 2019",https://butchixanh.com/the-running-mates-human-rights/
Extraordinary You,"NOVEMBER 1, 2019",https://butchixanh.com/extraordinary-you/
When the Camellia Blooms,"NOVEMBER 1, 2019",https://butchixanh.com/when-the-camellia-blooms/
Miss Lee,"NOVEMBER 1, 2019",https://butchixanh.com/miss-lee/
Chief of Staff,"OCTOBER 27, 2019",https://butchixanh.com/chief-of-staff/
Golden Garden,"OCTOBER 26, 2019",https://butchixanh.com/golden-garden/
The Great Show,"OCTOBER 16, 2019",https://butchixanh.com/the-great-show/
Strangers From Hell,"OCTOBER 6, 2019",https://butchixanh.com/strangers-from-hell/
Rookie Historian Goo Hae-Ryung,"SEPTEMBER 26, 2019",https://butchixanh.com/rookie-historian-goo-hae-ryung/
I Wanna Hear Your Song,"SEPTEMBER 25, 2019",https://butchixanh.com/i-wanna-hear-your-song/
Arthdal Chronicles,"SEPTEMBER 22, 2019",https://butchixanh.com/arthdal-chronicles/
When the Devil Calls Your Name,"SEPTEMBER 19, 2019",https://butchixanh.com/when-the-devil-calls-your-name/
At Eighteen,"SEPTEMBER 10, 2019",https://butchixanh.com/at-eighteen/
Doctor John,"SEPTEMBER 8, 2019",https://butchixanh.com/doctor-john/
Class of Lies,"SEPTEMBER 5, 2019",https://butchixanh.com/class-of-lies/
Doctor Detective,"SEPTEMBER 5, 2019",https://butchixanh.com/doctor-detective/
Justice,"SEPTEMBER 5, 2019",https://butchixanh.com/justice/
Hotel Del Luna,"SEPTEMBER 1, 2019",https://butchixanh.com/hotel-del-luna/
Watcher,"AUGUST 26, 2019",https://butchixanh.com/watcher/
Love Affairs in the Afternoon,"AUGUST 25, 2019",https://butchixanh.com/love-affairs-in-the-afternoon/
The King’s Letters,"AUGUST 21, 2019",https://butchixanh.com/the-kings-letters/
Designated Survivor: 60 Days,"AUGUST 20, 2019",https://butchixanh.com/designated-survivor-60-days/
Parasite,"AUGUST 20, 2019",https://butchixanh.com/parasite/
